ID_Cliente,Cancelou,Genero,Idoso,Tem_Conjuge,Tem_Dependentes,Meses_Permanencia,Servico_Telefone,Multiplas_Linhas,Tipo_Internet,Seguranca_Online,Backup_Online,Protecao_Dispositivo,Suporte_Tecnico,Streaming_TV,Streaming_Filmes,Tipo_Contrato,Fatura_Digital,Metodo_Pagamento,Cobranca_Mensal,Cobranca_Total
8645-KWHJO,Não,Masculino,0,Não,Não,14,Não,Sem telefone,DSL,Não,Não,Sim,Sim,Sim,Sim,Mensal,Sim,Cheque eletrônico,55.0,77195.0
8646-JCOMS,Não,Feminino,0,Sim,Não,66,Sim,Sim,Fibra optica,Não,Sim,Sim,Sim,Não,Não,Anual,Sim,Transf. bancária,90.55,613095.0
8647-SDTWQ,Não,Masculino,0,Sim,Sim,57,Sim,Sim,Fibra optica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,74.3,401835.0
8648-PFRMP,Não,Feminino,1,Não,Não,14,Não,Sem telefone,DSL,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,46.35,6727.0
8650-RHRKE,Sim,Masculino,0,Não,Não,4,Não,Sem telefone,DSL,Não,Não,Sim,Não,Não,Não,Mensal,Sim,Cheque eletrônico,29.65,1185.0
8651-ENBZX,Sim,Feminino,1,Não,Não,60,Sim,Sim,Fibra optica,Não,Não,Sim,Sim,Sim,Sim,Anual,Sim,Cheque eletrônico,106.0,64414.0
8652-YHIYU,Não,Feminino,0,Não,Sim,16,Sim,Sim,Fibra optica,Não,Não,Não,Sim,Não,Não,Anual,Sim,Cartão de crédito,79.5,12642.0
8654-DHAOW,Não,Feminino,0,Não,Não,2,Sim,Sim,DSL,Não,Sim,Não,Não,Não,Não,Mensal,Não,Cheque enviado,54.15,10165.0
8659-HDIYE,Não,Feminino,1,Não,Não,64,Sim,Sim,DSL,Não,Sim,Sim,Sim,Não,Sim,Mensal,Não,Cartão de crédito,74.65,486935.0
8659-IOOPU,Não,Feminino,0,Sim,Sim,71,Sim,Sim,Fibra optica,Sim,Não,Sim,Sim,Não,Sim,Bianual,Não,Cheque eletrônico,100.45,71597.0
8660-BUETV,Não,Feminino,0,Não,Não,3,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque enviado,44.75,14805.0
8661-BOYNW,Não,Feminino,0,Sim,Não,72,Sim,Sim,DSL,Sim,Não,Sim,Sim,Sim,Sim,Bianual,Sim,Cartão de crédito,84.4,609645.0
8663-UPDGF,Não,Feminino,0,Não,Não,26,Sim,Sim,DSL,Sim,Sim,Não,Não,Sim,Não,Mensal,Sim,Transf. bancária,69.5,180005.0
8665-UTDHZ,Sim,Masculino,0,Sim,Sim,1,Não,Sem telefone,DSL,Não,Sim,Não,Não,Não,Não,Mensal,Não,Cheque eletrônico,30.2,302.0
8668-KNZTI,Não,Masculino,0,Não,Não,52,Sim,Não,DSL,Sim,Não,Sim,Não,Não,Não,Anual,Não,Cheque eletrônico,53.75,279065.0
8670-ERCJH,Não,Masculino,0,Não,Não,72,Sim,Sim,Fibra optica,Sim,Sim,Sim,Sim,Sim,Sim,Bianual,Não,Transf. bancária,113.4,81641.0
8670-MEFCP,Não,Feminino,0,Sim,Sim,36,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Bianual,Sim,Cartão de crédito,92.9,337925.0
8671-KKKOS,Não,Feminino,0,Sim,Não,46,Não,Sem telefone,DSL,Sim,Sim,Não,Não,Sim,Não,Mensal,Não,Cheque eletrônico,45.55,206215.0
8672-OAUPW,Não,Masculino,0,Não,Sim,51,Sim,Não,DSL,Não,Não,Não,Sim,Não,Não,Anual,Não,Cartão de crédito,47.85,235675.0
8676-OOQEJ,Não,Masculino,0,Não,Não,4,Não,Sem telefone,DSL,Não,Não,Não,Sim,Não,Não,Mensal,Não,Cheque eletrônico,30.5,1184.0
8676-TRMJS,Sim,Masculino,0,Não,Não,3,Sim,Sim,Fibra optica,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque enviado,75.0,2091.0
8677-HDZEE,Não,Feminino,0,Não,Não,56,Sim,Sim,Fibra optica,Não,Sim,Não,Sim,Sim,Sim,Mensal,Sim,Transf. bancária,105.45,591695.0
8679-JOEVF,Sim,Feminino,1,Não,Não,16,Sim,Não,DSL,Não,Não,Não,Sim,Sim,Não,Mensal,Não,Cheque eletrônico,59.4,10239.0
8679-LZBMD,Não,Masculino,0,Sim,Não,44,Sim,Não,Fibra optica,Não,Não,Não,Não,Sim,Sim,Anual,Sim,Transf. bancária,90.65,397415.0
8680-CGLTP,Não,Masculino,0,Não,Não,29,Sim,Não,DSL,Sim,Sim,Não,Sim,Não,Não,Anual,Sim,Cheque eletrônico,58.75,16962.0
8681-ICONS,Não,Masculino,0,Sim,Sim,29,Sim,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Mensal,Sim,Cheque enviado,20.65,65485.0
8685-WHQPW,Sim,Feminino,1,Não,Não,22,Sim,Sim,Fibra optica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Transf. bancária,74.4,16926.0
8687-BAFGU,Não,Masculino,0,Não,Não,1,Sim,Não,Fibra optica,Não,Não,Não,Sim,Não,Não,Mensal,Não,Cheque eletrônico,74.0,74.0
8690-UPCZI,Não,Masculino,0,Sim,Sim,29,Sim,Sim,DSL,Sim,Não,Não,Sim,Sim,Não,Anual,Não,Transf. bancária,69.05,195845.0
8690-ZVLCL,Não,Feminino,0,Sim,Sim,68,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Bianual,Não,Cartão de crédito,88.0,61619.0
8695-ARGXZ,Não,Masculino,1,Sim,Não,34,Sim,Sim,Fibra optica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,75.55,24254.0
8695-WDYEA,Não,Masculino,0,Não,Não,1,Sim,Não,DSL,Sim,Não,Não,Não,Não,Não,Mensal,Não,Cheque enviado,51.25,5125.0
8696-JKZNU,Sim,Feminino,1,Não,Não,37,Sim,Sim,Fibra optica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,76.25,284155.0
8699-ASUFO,Sim,Masculino,1,Sim,Não,7,Sim,Sim,Fibra optica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque enviado,74.4,5279.0
8701-DGLVH,Não,Masculino,0,Não,Não,51,Sim,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Bianual,Não,Cheque enviado,20.45,104265.0
8705-DWKTI,Não,Masculino,0,Não,Não,52,Sim,Não,Fibra optica,Não,Não,Sim,Não,Não,Sim,Mensal,Sim,Cartão de crédito,83.8,43314.0
8705-WZCYL,Não,Masculino,0,Não,Não,1,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,44.8,448.0
8706-HRADD,Não,Masculino,0,Não,Não,21,Não,Sem telefone,DSL,Sim,Não,Não,Sim,Sim,Não,Mensal,Sim,Cheque enviado,43.55,10115.0
8707-HOEDG,Não,Feminino,0,Sim,Sim,70,Sim,Sim,Fibra optica,Não,Sim,Sim,Sim,Sim,Sim,Bianual,Sim,Cheque eletrônico,110.2,76898.0
8707-RMEZH,Não,Feminino,1,Sim,Não,69,Sim,Não,Fibra optica,Sim,Sim,Não,Não,Não,Sim,Anual,Não,Cartão de crédito,87.3,605555.0
8708-XPXHZ,Sim,Feminino,0,Sim,Sim,42,Sim,Sim,Fibra optica,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,94.2,41863.0
8709-KRDVL,Não,Feminino,0,Não,Não,33,Sim,Sim,Fibra optica,Não,Sim,Não,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,100.0,33206.0
8710-YGLWG,Não,Masculino,0,Não,Não,1,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque enviado,44.9,449.0
8711-LOBKY,Não,Masculino,0,Sim,Sim,59,Sim,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Bianual,Não,Cheque enviado,19.85,118825.0
8713-IGZSO,Não,Masculino,0,Não,Não,2,Sim,Sim,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Mensal,Não,Cheque enviado,24.85,62.0
8714-CTZJW,Não,Feminino,0,Não,Não,4,Sim,Não,Fibra optica,Não,Não,Sim,Não,Não,Sim,Mensal,Sim,Cartão de crédito,82.85,3196.0
8714-EUHJO,Sim,Feminino,0,Sim,Sim,31,Sim,Sim,Fibra optica,Não,Sim,Não,Não,Não,Sim,Mensal,Sim,Cheque eletrônico,91.15,299545.0
8715-KKTFG,Não,Feminino,0,Sim,Não,61,Sim,Sim,Fibra optica,Não,Não,Sim,Sim,Sim,Sim,Anual,Sim,Transf. bancária,103.3,651835.0
8717-VCTXJ,Não,Masculino,0,Não,Não,42,Sim,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Anual,Sim,Cheque enviado,19.55,8394.0
8718-PTMEZ,Sim,Feminino,0,Não,Não,13,Não,Sem telefone,DSL,Não,Sim,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,31.05,34725.0
8720-RQSBJ,Não,Masculino,1,Não,Não,1,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque eletrônico,44.0,44.0
8722-NGNBH,Sim,Masculino,0,Não,Não,5,Não,Sem telefone,DSL,Sim,Não,Sim,Sim,Não,Não,Mensal,Não,Cheque enviado,40.0,22345.0
8722-PRFDV,Não,Feminino,0,Sim,Sim,71,Sim,Não,DSL,Sim,Não,Sim,Não,Sim,Sim,Bianual,Não,Cartão de crédito,77.55,557435.0
8725-JEDFD,Não,Masculino,0,Não,Não,27,Sim,Não,Fibra optica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque enviado,69.05,179325.0
8727-JQFHV,Não,Masculino,0,Sim,Sim,57,Sim,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Bianual,Não,Cheque enviado,20.75,112315.0
8727-XDPUD,Não,Masculino,0,Não,Não,37,Não,Sem telefone,DSL,Não,Não,Não,Não,Sim,Não,Bianual,Não,Cartão de crédito,35.8,13169.0
8728-SKJLR,Não,Masculino,0,Não,Não,41,Sim,Não,Fibra optica,Não,Não,Não,Sim,Não,Não,Mensal,Sim,Cheque eletrônico,74.25,30891.0
8731-WBBMB,Não,Feminino,0,Sim,Não,26,Sim,Não,DSL,Não,Sim,Sim,Sim,Sim,Sim,Mensal,Não,Transf. bancária,81.9,207855.0
8734-DKSTZ,Não,Feminino,0,Sim,Sim,10,Sim,Sim,Fibra optica,Não,Não,Não,Não,Não,Sim,Mensal,Não,Cheque eletrônico,85.95,8586.0
8734-FNWVH,Não,Masculino,0,Sim,Sim,31,Sim,Sim,DSL,Não,Não,Não,Não,Não,Sim,Mensal,Não,Transf. bancária,59.7,18255.0
8735-DCXNF,Não,Masculino,0,Sim,Não,10,Sim,Não,DSL,Sim,Não,Não,Sim,Não,Não,Mensal,Sim,Cartão de crédito,54.95,56885.0
8735-IJJEG,Não,Masculino,0,Sim,Não,14,Sim,Não,DSL,Não,Não,Sim,Não,Não,Não,Mensal,Não,Cartão de crédito,50.2,66885.0
8735-NBLWT,Não,Masculino,0,Não,Sim,9,Sim,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Mensal,Não,Cheque enviado,20.4,1841.0
8735-SDUFN,Não,Feminino,1,Sim,Não,72,Sim,Sim,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Bianual,Não,Transf. bancária,24.3,17787.0
8738-JOKAR,Não,Feminino,0,Não,Não,42,Sim,Não,DSL,Sim,Sim,Não,Sim,Não,Sim,Anual,Sim,Cheque enviado,67.7,288225.0
8739-QOTTN,Não,Feminino,0,Sim,Não,2,Sim,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Mensal,Não,Cheque enviado,20.35,4185.0
8739-WWKDU,Sim,Masculino,1,Não,Não,25,Sim,Sim,Fibra optica,Não,Sim,Não,Não,Sim,Não,Mensal,Sim,Cheque eletrônico,89.5,219615.0
8739-XNIKG,Não,Feminino,0,Não,Não,5,Sim,Sim,Fibra optica,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Cheque eletrônico,84.0,42475.0
8740-CRYFY,Sim,Masculino,0,Não,Não,1,Sim,Não,Fibra optica,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Cheque eletrônico,78.95,7895.0
8740-XLHDR,Sim,Masculino,0,Não,Não,5,Não,Sem telefone,DSL,Sim,Sim,Sim,Sim,Não,Não,Mensal,Sim,Cheque enviado,43.25,219.0
8741-LQOBK,Não,Feminino,0,Sim,Sim,46,Não,Sem telefone,DSL,Sim,Sim,Não,Não,Não,Não,Mensal,Não,Transf. bancária,35.05,162025.0
8745-PVESG,Não,Feminino,0,Não,Não,57,Não,Sem telefone,DSL,Sim,Não,Sim,Sim,Não,Não,Anual,Sim,Cartão de crédito,41.1,225825.0
8746-BFOAJ,Não,Masculino,1,Não,Não,21,Sim,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Anual,Não,Transf. bancária,20.5,42955.0
8746-OQQRW,Não,Masculino,0,Não,Não,4,Sim,Sim,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Mensal,Não,Cheque enviado,25.25,1019.0
8747-UDCOI,Não,Feminino,0,Sim,Não,65,Sim,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Bianual,Não,Transf. bancária,19.35,131995.0
8748-HFWBO,Não,Masculino,0,Sim,Sim,19,Sim,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Anual,Não,Cheque enviado,19.9,3577.0
8749-CLJXC,Não,Masculino,0,Não,Não,1,Sim,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Mensal,Não,Cheque enviado,20.05,2005.0
8749-JMNKX,Sim,Masculino,1,Sim,Não,51,Sim,Sim,Fibra optica,Sim,Não,Sim,Não,Sim,Não,Mensal,Sim,Transf. bancária,93.8,475095.0
8749-TZYEC,Não,Masculino,0,Sim,Não,72,Sim,Sim,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Bianual,Não,Cartão de crédito,24.8,18743.0
8750-QWZAJ,Não,Feminino,0,Sim,Sim,70,Sim,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Bianual,Não,Transf. bancária,19.8,137875.0
8751-EDEKA,Não,Feminino,0,Sim,Não,28,Sim,Não,Fibra optica,Não,Sim,Sim,Não,Não,Sim,Mensal,Não,Cartão de crédito,89.9,24335.0
8752-GHJFU,Não,Masculino,1,Sim,Não,71,Sim,Sim,Fibra optica,Sim,Sim,Sim,Sim,Não,Não,Anual,Sim,Cheque eletrônico,92.0,65852.0
8752-IMQOS,Não,Masculino,0,Sim,Sim,5,Sim,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Anual,Não,Cheque enviado,20.1,851.0
8752-STIVR,Sim,Feminino,0,Não,Não,4,Sim,Não,Fibra optica,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Cheque eletrônico,79.0,30315.0
8755-IWJHN,Não,Masculino,1,Sim,Não,69,Sim,Sim,Fibra optica,Não,Sim,Sim,Não,Não,Sim,Mensal,Sim,Transf. bancária,95.35,6382.0
8755-OGKNA,Não,Feminino,0,Sim,Sim,57,Sim,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Bianual,Não,Transf. bancária,19.5,11676.0
8756-RDDLT,Não,Feminino,0,Não,Não,68,Não,Sem telefone,DSL,Não,Sim,Não,Sim,Não,Sim,Mensal,Não,Cheque eletrônico,44.95,308535.0
8757-TFHHJ,Não,Masculino,0,Não,Não,1,Sim,Não,DSL,Sim,Não,Não,Não,Não,Não,Mensal,Sim,Cartão de crédito,49.8,498.0
8760-ZRHKE,Não,Feminino,1,Sim,Sim,71,Sim,Sim,DSL,Sim,Sim,Não,Não,Sim,Não,Anual,Não,Cheque eletrônico,69.2,49825.0
8761-NSOBC,Sim,Masculino,0,Não,Não,44,Sim,Não,Fibra optica,Não,Sim,Não,Sim,Sim,Sim,Mensal,Não,Cheque eletrônico,100.55,439815.0
8763-KIAFH,Não,Feminino,0,Sim,Sim,27,Sim,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Anual,Sim,Cheque enviado,20.55,5833.0
8766-PAFNE,Não,Masculino,0,Sim,Não,71,Sim,Não,DSL,Não,Sim,Sim,Sim,Sim,Sim,Bianual,Sim,Cartão de crédito,79.1,556485.0
8769-KKTPH,Não,Feminino,0,Sim,Sim,63,Sim,Sim,Fibra optica,Sim,Não,Não,Não,Sim,Sim,Anual,Sim,Cartão de crédito,99.65,63112.0
8773-HHUOZ,Sim,Feminino,0,Não,Sim,17,Sim,Não,DSL,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Cheque enviado,64.7,10931.0
8774-GSBUN,Não,Masculino,0,Sim,Não,72,Sim,Sim,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Bianual,Não,Cheque enviado,25.4,17971.0
8775-CEBBJ,Sim,Feminino,0,Não,Não,9,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Sim,Transf. bancária,44.2,40335.0
8775-ERLNB,Não,Masculino,1,Sim,Não,1,Sim,Sim,Fibra optica,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque eletrônico,74.3,743.0
8775-LHDJH,Sim,Feminino,1,Sim,Não,1,Sim,Sim,Fibra optica,Não,Sim,Não,Não,Sim,Não,Mensal,Sim,Cheque eletrônico,90.6,906.0
8777-MBMTS,Não,Feminino,1,Sim,Não,65,Sim,Não,Fibra optica,Não,Sim,Sim,Sim,Sim,Sim,Bianual,Sim,Cartão de crédito,105.85,67255.0
8777-PVYGU,Não,Feminino,0,Sim,Não,52,Sim,Não,DSL,Sim,Não,Sim,Não,Sim,Não,Anual,Sim,Cheque enviado,64.3,34106.0
8778-LMWTJ,Não,Feminino,0,Não,Não,9,Sim,Não,Fibra optica,Sim,Não,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,74.85,7082.0
8779-QRDMV,Sim,Masculino,1,Não,Não,1,Não,Sem telefone,DSL,Não,Não,Sim,Não,Não,Sim,Mensal,Sim,Cheque eletrônico,39.65,3965.0
8779-YIQQA,Não,Masculino,0,Sim,Sim,21,Sim,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Anual,Não,Cheque enviado,19.8,3501.0
8780-IHCRN,Não,Masculino,0,Sim,Sim,63,Sim,Sim,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Bianual,Não,Cartão de crédito,24.65,15745.0
8780-IXSTS,Sim,Feminino,0,Não,Não,6,Sim,Sim,Fibra optica,Não,Sim,Não,Não,Sim,Não,Mensal,Sim,Cheque eletrônico,90.1,5213.0
8780-RSYYU,Não,Feminino,0,Não,Não,25,Sim,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Mensal,Sim,Cartão de crédito,19.2,5321.0
8780-YRMTT,Não,Feminino,0,Não,Não,66,Não,Sem telefone,DSL,Sim,Sim,Sim,Sim,Não,Não,Bianual,Sim,Cheque enviado,47.4,317725.0
8782-LKFPK,Não,Masculino,0,Não,Não,44,Sim,Sim,Fibra optica,Não,Não,Sim,Não,Não,Sim,Mensal,Sim,Cheque enviado,90.4,4063.0
8782-NUUOL,Não,Masculino,0,Não,Não,60,Sim,Não,DSL,Sim,Não,Sim,Sim,Sim,Sim,Anual,Não,Cheque enviado,79.0,48011.0
8784-CGILN,Sim,Feminino,0,Não,Não,18,Sim,Sim,Fibra optica,Não,Não,Não,Sim,Sim,Sim,Mensal,Sim,Transf. bancária,99.85,177695.0
8785-CJSHH,Não,Feminino,0,Sim,Não,60,Sim,Sim,Fibra optica,Não,Sim,Não,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,99.8,598575.0
8785-EPNCG,Sim,Masculino,0,Não,Não,11,Sim,Sim,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Mensal,Não,Cartão de crédito,23.15,2452.0
8788-DOXSU,Não,Masculino,0,Não,Não,59,Sim,Não,DSL,Não,Não,Sim,Não,Não,Sim,Anual,Sim,Transf. bancária,61.35,36455.0
8791-GFXLZ,Não,Masculino,0,Não,Não,12,Sim,Não,DSL,Não,Sim,Não,Não,Não,Não,Mensal,Sim,Transf. bancária,49.05,59305.0
8792-AOROI,Não,Feminino,0,Sim,Não,8,Sim,Não,DSL,Sim,Não,Não,Sim,Não,Sim,Bianual,Não,Cheque enviado,65.5,56435.0
8799-OXZMD,Não,Feminino,0,Não,Não,28,Não,Sem telefone,DSL,Não,Não,Sim,Não,Não,Não,Mensal,Sim,Cheque enviado,29.75,7907.0
8800-JOOCF,Não,Feminino,0,Não,Sim,12,Sim,Sim,Fibra optica,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Cheque eletrônico,84.05,96655.0
8800-ZKRFW,Não,Feminino,0,Sim,Sim,30,Sim,Sim,Fibra optica,Não,Sim,Sim,Sim,Sim,Sim,Mensal,Sim,Cheque eletrônico,107.5,32425.0
8802-UNOJF,Sim,Masculino,1,Não,Não,12,Sim,Não,Fibra optica,Não,Sim,Sim,Sim,Não,Não,Mensal,Sim,Cheque enviado,83.8,102975.0
8805-JNRAZ,Não,Feminino,0,Não,Não,2,Sim,Não,DSL,Não,Sim,Não,Não,Não,Não,Mensal,Não,Cheque enviado,49.2,1037.0
8806-EAGWC,Sim,Masculino,0,Não,Não,3,Sim,Não,DSL,Não,Não,Não,Não,Sim,Não,Mensal,Não,Cheque enviado,55.15,15915.0
8807-ARQET,Não,Feminino,0,Não,Não,41,Não,Sem telefone,DSL,Não,Sim,Não,Não,Não,Sim,Mensal,Sim,Cheque eletrônico,40.35,167785.0
8807-OPMBM,Não,Feminino,0,Sim,Sim,55,Sim,Sim,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Bianual,Sim,Cartão de crédito,25.65,1388.0
8808-ELEHO,Sim,Masculino,1,Não,Não,8,Sim,Sim,Fibra optica,Não,Não,Sim,Não,Não,Não,Mensal,Sim,Cheque eletrônico,81.25,58595.0
8809-RIHDD,Sim,Masculino,0,Sim,Sim,72,Sim,Sim,Fibra optica,Não,Sim,Sim,Não,Sim,Sim,Bianual,Sim,Cheque eletrônico,103.4,737265.0
8809-XKHMD,Não,Masculino,0,Sim,Não,72,Sim,Sim,Fibra optica,Sim,Sim,Não,Sim,Não,Sim,Bianual,Sim,Transf. bancária,100.55,73251.0
8812-ZRHFP,Não,Feminino,0,Sim,Sim,30,Sim,Não,Fibra optica,Não,Não,Sim,Não,Não,Sim,Anual,Não,Cheque eletrônico,86.45,253805.0
8815-LMFLX,Não,Masculino,0,Sim,Sim,25,Sim,Sim,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Mensal,Sim,Transf. bancária,25.4,54685.0
8816-VXNZD,Sim,Feminino,0,Não,Não,1,Sim,Sim,Fibra optica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,75.1,751.0
8818-DOPVL,Não,Feminino,1,Não,Não,46,Sim,Sim,Fibra optica,Não,Sim,Sim,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,104.45,486385.0
8818-XYFCQ,Sim,Masculino,0,Sim,Sim,32,Sim,Sim,Fibra optica,Sim,Não,Não,Não,Sim,Sim,Mensal,Sim,Cartão de crédito,99.55,320465.0
8819-IMISP,Não,Masculino,0,Não,Não,31,Sim,Sim,Fibra optica,Não,Sim,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,80.45,24291.0
8819-WFGGJ,Não,Masculino,0,Sim,Não,68,Não,Sem telefone,DSL,Sim,Não,Sim,Não,Sim,Sim,Bianual,Sim,Transf. bancária,54.1,37945.0
8819-ZBYNA,Não,Feminino,0,Sim,Não,58,Sim,Sim,Fibra optica,Sim,Sim,Não,Sim,Sim,Sim,Bianual,Sim,Cartão de crédito,109.1,639365.0
8821-KVZKQ,Não,Feminino,0,Sim,Sim,70,Não,Sem telefone,DSL,Não,Sim,Sim,Sim,Sim,Sim,Anual,Sim,Transf. bancária,58.4,411315.0
8821-XNHVZ,Sim,Feminino,0,Sim,Sim,1,Sim,Não,Fibra optica,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Cheque enviado,80.05,8005.0
8822-KNBHV,Não,Feminino,0,Não,Não,48,Sim,Sim,DSL,Sim,Sim,Sim,Não,Sim,Sim,Anual,Sim,Cartão de crédito,83.45,388785.0
8823-RLPWL,Não,Feminino,0,Sim,Não,72,Sim,Sim,Fibra optica,Sim,Sim,Sim,Não,Sim,Sim,Bianual,Sim,Cartão de crédito,110.65,806565.0
8824-RWFXJ,Sim,Masculino,0,Sim,Sim,3,Sim,Não,DSL,Não,Sim,Sim,Não,Não,Não,Mensal,Sim,Cheque enviado,56.15,16815.0
8835-VSDSE,Sim,Feminino,0,Sim,Não,2,Sim,Não,Fibra optica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,70.7,14145.0
8837-VVWLQ,Sim,Feminino,0,Não,Não,8,Sim,Não,Fibra optica,Sim,Não,Não,Não,Sim,Não,Mensal,Não,Cheque eletrônico,84.95,6684.0
8838-GPHZP,Não,Feminino,0,Não,Não,63,Sim,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Bianual,Sim,Cheque enviado,20.6,12987.0
8840-DQLGN,Sim,Feminino,1,Sim,Não,35,Sim,Sim,Fibra optica,Sim,Sim,Não,Sim,Sim,Não,Mensal,Sim,Transf. bancária,100.5,365335.0
8844-TONUD,Sim,Masculino,0,Sim,Sim,13,Sim,Não,Fibra optica,Não,Não,Sim,Não,Sim,Sim,Mensal,Sim,Cheque enviado,96.65,116285.0
8845-LWKGE,Não,Feminino,0,Sim,Sim,30,Sim,Não,DSL,Não,Não,Sim,Sim,Sim,Não,Anual,Sim,Cheque eletrônico,64.5,198515.0
8847-GEOOQ,Não,Masculino,0,Sim,Não,60,Não,Sem telefone,DSL,Não,Sim,Sim,Sim,Sim,Sim,Mensal,Sim,Transf. bancária,60.2,35824.0
8849-AYPTR,Não,Masculino,0,Sim,Não,33,Sim,Não,Fibra optica,Não,Não,Não,Não,Sim,Sim,Mensal,Não,Cheque eletrônico,91.25,296405.0
8849-GYOKR,Sim,Feminino,0,Sim,Não,54,Sim,Sim,Fibra optica,Sim,Sim,Não,Não,Sim,Sim,Anual,Não,Transf. bancária,106.55,57633.0
8849-PRIQJ,Não,Feminino,0,Sim,Sim,67,Sim,Sim,Fibra optica,Sim,Não,Sim,Sim,Sim,Sim,Anual,Sim,Cheque eletrônico,109.4,72816.0
8851-RAGOV,Não,Feminino,0,Sim,Não,25,Sim,Não,DSL,Sim,Sim,Não,Sim,Não,Sim,Mensal,Sim,Cheque enviado,71.05,18377.0
8853-TZDGH,Não,Feminino,0,Não,Não,72,Sim,Sim,Fibra optica,Não,Sim,Sim,Sim,Sim,Sim,Bianual,Sim,Transf. bancária,111.6,801275.0
8854-CCVSQ,Sim,Masculino,0,Não,Não,18,Sim,Sim,Fibra optica,Não,Sim,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,80.65,14519.0
